#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
NWPR1  41.504  -71.326 2019 12 02 22 54  20   7.2  11.3   MM  MM   MM  MM  997.5    MM   4.4   5.4    MM   MM     MM
NWWH1  21.954 -159.353 2019 12 02 23 06  50   6.2   7.7   MM  MM   MM  MM 1015.4    MM  25.3    MM    MM   MM     MM
OBGN6  44.702  -75.494 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1010.6    MM  -2.6    MM    MM   MM     MM
OBLA1  30.705  -88.040 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1019.5    MM  10.0  15.4    MM   MM     MM
OBXC1  37.804 -122.341 2019 12 02 23 12  MM    MM    MM   MM  MM   MM  MM     MM    MM  13.1    MM  13.1   MM     MM
OCIM2  38.328  -75.091 2019 12 02 22 54 330   5.7   7.2   MM  MM   MM  MM 1001.3    MM   5.4   9.4    MM   MM     MM
OCSM2  38.338  -75.070 2019 12 02 21 00  MM    MM    MM  1.1   9   MM  90     MM    MM    MM    MM    MM   MM     MM
OHBC1  33.720 -118.273 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1018.5    MM    MM  17.3    MM   MM     MM
OLCN6  43.341  -78.719 2019 12 02 23 00  30   6.2   8.2   MM  MM   MM  MM 1012.2  +2.0  -0.6    MM    MM   MM     MM
OLSA2  52.940 -168.870 2019 12 02 23 06 250   6.2   8.2   MM  MM   MM  MM 1012.9    MM   4.1    MM    MM   MM     MM
OMHC1  37.801 -122.330 2019 12 02 23 06 330   2.6   3.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
OOUH1  21.303 -157.865 2019 12 02 23 06  50   3.6   4.6   MM  MM   MM  MM 1014.3    MM  26.2  26.8    MM   MM     MM
OPTF1  27.858  -82.553 2019 12 02 23 18 320  10.3  11.8   MM  MM   MM  MM 1015.2    MM  14.5  20.7    MM   MM     MM
ORIN7  35.796  -75.548 2019 12 02 22 54 260   4.6   5.7   MM  MM   MM  MM 1003.8    MM   7.4  12.8    MM   MM     MM
OSGN6  43.464  -76.511 2019 12 02 23 18  40  10.8  14.4   MM  MM   MM  MM 1008.6    MM    MM    MM    MM   MM     MM
OVIA2  59.440 -151.720 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM  989.4    MM    MM   7.4    MM   MM     MM
OWXO1  41.378  -82.508 2019 12 02 22 45 300   2.6    MM   MM  MM   MM  MM 1012.0    MM   1.9    MM  -0.2   MM     MM
PACF1  30.152  -85.667 2019 12 02 23 18 330   3.6   5.1   MM  MM   MM  MM     MM    MM    MM  18.2    MM   MM     MM
PACT2  27.634  -97.237 2019 12 02 23 06 100   2.6   2.6   MM  MM   MM  MM 1022.8    MM  16.7  17.4    MM   MM     MM
PAXA2  58.159 -134.178 2019 12 02 23 33 150   1.0   4.6   MM  MM   MM  MM  993.5    MM   4.0    MM   3.1   MM     MM
PBFW1  48.464 -122.469 2019 12 02 22 30 340   1.5    MM   MM  MM   MM  MM 1020.0    MM   6.0    MM   5.0   MM     MM
PBPA2  58.203 -134.148 2019 12 02 23 10 190   5.1   9.3   MM  MM   MM  MM  995.2    MM   4.9    MM   2.2   MM     MM
PCBF1  30.213  -85.880 2019 12 02 23 06 330   3.6   4.1   MM  MM   MM  MM 1018.1    MM   9.6  18.5    MM   MM     MM
PCGT2  26.072  -97.167 2019 12 02 23 06  40   3.1   4.6   MM  MM   MM  MM 1022.5    MM  17.8    MM    MM   MM     MM
PCLF1  30.404  -87.211 2019 12 02 23 18 350   2.6   5.1   MM  MM   MM  MM 1018.9    MM  10.0  17.4    MM   MM     MM
PCNT2  28.446  -96.396 2019 12 02 23 06  10   4.6   5.7   MM  MM   MM  MM 1022.1    MM  16.9  16.3    MM   MM     MM
PCOC1  38.056 -122.039 2019 12 02 23 18  40   7.2   8.2   MM  MM   MM  MM 1018.1    MM  11.2  11.5    MM   MM     MM
PEGF1  26.086  -80.116 2019 12 02 23 06 290   4.6   7.7   MM  MM   MM  MM 1012.2    MM  22.2    MM    MM   MM     MM
PFDC1  33.735 -118.241 2019 12 02 23 12 220   5.7   6.2   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PFXC1  33.747 -118.215 2019 12 02 23 18 250   3.6   5.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PGBP7  13.428  144.796 2019 12 02 23 12  70   2.1   6.7   MM  MM   MM  MM 1010.3    MM    MM    MM    MM   MM     MM
PGXA2  57.016 -134.618 2019 12 02 23 33 290   3.1   6.2   MM  MM   MM  MM     MM    MM   5.6    MM   1.3   MM     MM
PHBP1  39.933  -75.142 2019 12 02 22 54  MM    MM    MM   MM  MM   MM  MM 1001.0    MM   2.9   6.0    MM   MM     MM
PILA2  59.742 -149.470 2019 12 02 23 30 350  14.4  16.0   MM  MM   MM  MM  982.8    MM   2.5    MM  -6.2   MM     MM
PILL1  29.179  -89.259 2019 12 02 23 18  10   5.1   6.2   MM  MM   MM  MM 1020.0    MM  10.6  11.0    MM   MM     MM
PILM4  48.223  -88.366 2019 12 02 23 00 230   7.7   8.8   MM  MM   MM  MM 1015.4  -1.4  -0.3    MM    MM   MM     MM
PKBW3  46.672  -92.136 2019 12 02 22 00  MM   0.0    MM   MM  MM   MM  MM 1016.0  -2.0  -4.5    MM  -7.8   MM     MM
PKYF1  24.918  -80.747 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.2    MM   MM  -0.35
PLSF1  24.693  -82.773 2019 12 02 22 45 330  10.8  11.3   MM  MM   MM  MM 1014.5  +0.5  23.0    MM    MM   MM     MM
PLXA2  56.247 -134.647 2019 12 02 23 06 210   2.6   8.2   MM  MM   MM  MM 1001.4    MM   5.6   7.7    MM   MM     MM
PMAF1  27.638  -82.562 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM 1014.6    MM  14.9  20.5    MM   MM     MM
PMNT2  26.559  -97.424 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1023.4    MM  17.6  20.6    MM   MM     MM
PNLM4  45.968  -85.869 2019 12 02 23 06  MM   0.0   1.0   MM  MM   MM  MM 1015.4    MM  -3.3    MM    MM   MM     MM
PNLM6  30.368  -88.563 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  18.0    MM   MM     MM
PORO3  42.739 -124.498 2019 12 02 23 06 300   2.6   4.6   MM  MM   MM  MM 1019.0    MM  15.4  10.2    MM   MM     MM
PORT2  29.867  -93.931 2019 12 02 23 18 320   2.1   3.1   MM  MM   MM  MM 1021.5    MM  13.9  16.9    MM   MM     MM
POTA2  61.060 -146.700 2019 12 02 23 30  10   7.2   9.3   MM  MM   MM  MM  982.4    MM   3.4    MM    MM   MM     MM
PPTM2  38.134  -76.533 2019 12 02 23 00 310   8.8  10.3   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PPXC1  37.906 -122.365 2019 12 02 23 18  60   2.6   4.6   MM  MM   MM  MM 1017.6    MM  14.8    MM    MM   MM     MM
PRDA2  70.400 -148.527 2019 12 02 23 06  80  11.3  12.4   MM  MM   MM  MM 1009.7    MM -14.9  -1.8    MM   MM     MM
PRJC1  33.733 -118.186 2019 12 02 23 18 260   6.7   7.7   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PRTA2  58.411 -134.955 2019 12 02 23 10 150   1.5   5.7   MM  MM   MM  MM  995.0    MM   3.9    MM   2.0   MM     MM
PRUR1  41.605  -71.304 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM   2.5    MM   1.6   MM     MM
PRYC1  37.996 -122.977 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM 1015.8    MM    MM  11.9    MM   MM     MM
PSBC1  38.040 -121.887 2019 12 02 23 06  80   4.1   4.6   MM  MM   MM  MM 1018.6    MM  12.0    MM    MM   MM     MM
PSBM1  44.905  -66.983 2019 12 02 23 00  10  13.9  16.0   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PSCM4  43.420  -82.540 2019 12 02 23 00 330   4.1   5.7   MM  MM   MM  MM 1031.5  +2.0   0.3    MM    MM   MM     MM
PSLC1  35.169 -120.754 2019 12 02 23 12 330   2.1   2.1   MM  MM   MM  MM 1018.5    MM  15.7  13.5    MM   MM     MM
PSTL1  28.932  -89.407 2019 12 02 23 12 360   8.8   9.8   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PSTN6  42.691  -79.048 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1009.8    MM  -0.6    MM    MM   MM     MM
PSXC1  33.768 -118.226 2019 12 02 23 18 220   3.6   4.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PTAT2  27.826  -97.051 2019 12 02 23 00 100   2.6   3.1   MM  MM   MM  MM 1022.9  -0.9  16.2  18.2   4.2   MM     MM
PTAW1  48.125 -123.441 2019 12 02 22 36  90   2.1   2.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PTBM6  30.213  -88.505 2019 12 02 23 06 340   6.7   9.3   MM  MM   MM  MM 1019.6    MM  10.8    MM    MM   MM     MM
PTCR1  41.638  -71.340 2019 12 02 23 00  30   7.7  10.3   MM  MM   MM  MM  999.0  -0.0   1.8    MM    MM   MM     MM
PTGC1  34.577 -120.648 2019 12 02 23 00 170   6.2  11.8   MM  MM   MM  MM 1016.8  -1.5  15.8    MM    MM   MM     MM
PTIM4  46.485  -84.631 2019 12 02 23 06 280   1.0   1.5   MM  MM   MM  MM 1014.6    MM  -1.3    MM  -8.1   MM     MM
PTIT2  26.061  -97.215 2019 12 02 23 06 340   2.6   4.6   MM  MM   MM  MM 1023.3    MM  17.3  20.3    MM   MM     MM
PTLA2  58.346 -134.752 2019 12 02 23 32 190   3.1   8.8   MM  MM   MM  MM  994.1    MM   4.5    MM   2.4   MM     MM
PTOA1  30.671  -88.031 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM     MM    MM  10.4    MM   0.6  5.9     MM
PTRP4  18.367  -67.251 2019 12 02 23 20  90   2.1   2.6   MM  MM   MM  MM     MM    MM  26.4    MM    MM   MM     MM
PTWW1  48.111 -122.760 2019 12 02 23 06  50   1.0   2.1   MM  MM   MM  MM 1021.0    MM   8.2   9.0    MM   MM     MM
PVDR1  41.786  -71.383 2019 12 02 23 00 350   7.2  11.3   MM  MM   MM  MM  999.6  -0.0   0.0    MM   0.0  1.2     MM
PWAW3  43.388  -87.867 2019 12 02 22 40 300   3.1   5.1   MM  MM   MM  MM 1018.6    MM  -0.7    MM    MM   MM     MM
PXAC1  33.764 -118.265 2019 12 02 23 12 320   2.6   3.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PXOC1  37.798 -122.393 2019 12 02 23 18 300   1.5   2.6   MM  MM   MM  MM 1016.1    MM  12.6    MM    MM   MM     MM
PXSC1  37.803 -122.397 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM     MM    MM  13.4    MM  13.4   MM     MM
QPTR1  41.586  -71.407 2019 12 02 22 54 350   8.2  10.3   MM  MM   MM  MM  998.4    MM   0.6   5.9    MM   MM     MM
RCKM4  46.264  -84.191 2019 12 02 23 06  MM   0.0   0.5   MM  MM   MM  MM 1015.0    MM    MM    MM    MM   MM     MM
RCMC1  37.923 -122.410 2019 12 02 23 12  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  12.0    MM   MM     MM
RCPT2  28.024  -97.048 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1022.3    MM  18.7    MM    MM   MM     MM
RCRN6  43.269  -77.626 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1009.5    MM   0.2    MM    MM   MM     MM
RDDA2  67.575 -164.067 2019 12 02 23 06 330   1.5   2.1   MM  MM   MM  MM 1007.9    MM -12.4  -1.7    MM   MM     MM
RDYD1  39.558  -75.572 2019 12 02 22 54  MM    MM    MM   MM  MM   MM  MM 1001.2    MM   4.0   7.4    MM   MM     MM
RIXA2  58.177 -135.052 2019 12 02 23 32 180   5.7   8.2   MM  MM   MM  MM  993.2    MM   4.5    MM   2.0   MM     MM
RKXF1  26.050  -81.701 2019 12 02 22 45 360   3.1    MM   MM  MM   MM  MM 1014.0    MM  18.4    MM  16.6   MM     MM
RLOT2  29.515  -94.513 2019 12 02 23 18  10   4.6   5.7   MM  MM   MM  MM 1021.8    MM  14.4  14.4    MM   MM     MM
ROAM4  47.867  -89.313 2019 12 02 23 00 230   9.8  10.8   MM  MM   MM  MM 1015.8  -1.8  -0.5    MM    MM   MM     MM
ROBN4  40.657  -74.065 2019 12 02 23 00 360   8.8  11.8   MM  MM   MM  MM  999.8  +1.5   1.1    MM    MM   MM     MM
RPLV2  37.538  -76.014 2019 12 02 23 00 290  12.4  13.9   MM  MM   MM  MM 1004.3  +3.0    MM    MM    MM   MM     MM
RPRN6  43.263  -77.598 2019 12 02 23 00  20   8.8  10.3   MM  MM   MM  MM     MM    MM  -0.1    MM    MM   MM     MM
RSJT2  26.801  -97.471 2019 12 02 23 06  70   3.1   4.1   MM  MM   MM  MM 1022.9    MM  16.4  19.3    MM   MM     MM
RTAT2  27.840  -97.072 2019 12 02 23 06 110   2.1   3.1   MM  MM   MM  MM 1022.7    MM  16.6  18.7    MM   MM     MM
RTYC1  37.507 -122.212 2019 12 02 23 18 110   2.6   5.1   MM  MM   MM  MM 1017.0    MM  15.2  12.2    MM   MM     MM
SANF1  24.456  -81.877 2019 12 02 23 40 310  10.8  12.9   MM  MM   MM  MM 1013.0    MM  23.5    MM  17.9   MM     MM
SAPF1  27.761  -82.627 2019 12 02 23 18 320   2.6   5.1   MM  MM   MM  MM 1015.1    MM  14.5  21.0    MM   MM     MM
SAUF1  29.857  -81.265 2019 12 02 23 00 310   2.6   3.6   MM  MM   MM  MM 1013.8  +2.5  12.4  18.8    MM   MM     MM
SAXG1  31.418  -81.296 2019 12 02 23 00 310   5.1    MM   MM  MM   MM  MM 1013.0  +2.0  11.0    MM   2.6   MM     MM
SBBN2  36.050 -114.748 2019 12 02 23 30  MM   0.0   0.5  0.0  MM   MM  MM 1020.9    MM  14.7    MM    MM   MM     MM
SBEO3  44.625 -124.045 2019 12 02 23 06  90   3.1   3.6   MM  MM   MM  MM 1018.5    MM  13.5   8.5    MM   MM     MM
SBIO1  41.629  -82.841 2019 12 02 23 00 320  11.8  12.9   MM  MM   MM  MM 1013.3  +1.9   1.2    MM    MM   MM     MM
SBLM4  43.810  -83.720 2019 12 02 23 00 330   7.7   8.2   MM  MM   MM  MM 1014.6  +2.1   0.5    MM    MM   MM     MM
SBPT2  29.728  -93.870 2019 12 02 23 06 340   4.1   5.7   MM  MM   MM  MM 1023.6    MM  14.4  18.3    MM   MM     MM
SCXA2  58.205 -134.646 2019 12 02 23 32 210   9.8  13.4   MM  MM   MM  MM  992.7    MM   5.0    MM   5.0   MM     MM
SDBC1  32.714 -117.174 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1017.4    MM    MM  16.8    MM   MM     MM
SDHN4  40.467  -74.009 2019 12 02 23 00 350   7.7  11.3   MM  MM   MM  MM 1000.1  +2.0   1.6   6.8    MM   MM     MM
SDIA2  58.277 -134.389 2019 12 02 23 26  MM   0.0   2.1   MM  MM   MM  MM  995.4    MM   3.9    MM   3.3   MM     MM
SDRT2  28.407  -96.712 2019 12 02 23 06 330   2.1   3.1   MM  MM   MM  MM 1022.5    MM  17.9  18.4    MM   MM     MM
SFXC1  38.200 -122.026 2019 12 02 22 45  60   4.1    MM   MM  MM   MM  MM 1019.0    MM  11.4    MM    MM   MM     MM
SGNT2  28.771  -95.617 2019 12 02 23 18 340   2.6   2.6   MM  MM   MM  MM 1021.7    MM  14.4  17.9    MM   MM     MM
SGNW3  43.749  -87.693 2019 12 02 23 00 280   5.1   5.7   MM  MM   MM  MM 1018.1  +1.0  -1.8    MM    MM   MM     MM
SGOF1  29.408  -84.858 2019 12 02 23 00 340   8.8  10.3   MM  MM   MM  MM 1016.3  +1.0  12.0    MM   0.3   MM     MM
SHBL1  29.868  -89.673 2019 12 02 23 06 330   6.7   8.8   MM  MM   MM  MM 1020.3    MM  11.8  17.1    MM   MM     MM
SHPF1  30.058  -84.291 2019 12 02 21 54 340   6.7   6.7   MM  MM   MM  MM 1014.9    MM  11.7    MM    MM   MM   1.63
SHXA2  57.055 -135.349 2019 12 02 23 33 250   7.2  11.3   MM  MM   MM  MM  999.8    MM   5.3    MM  -1.2   MM     MM
SIPF1  27.862  -80.445 2019 12 02 23 15 290   5.1    MM   MM  MM   MM  MM 1014.0    MM  15.6  15.4    MM   MM     MM
SISA2  58.177 -135.259 2019 12 02 23 22 210   2.6  13.4   MM  MM   MM  MM     MM    MM   4.1    MM    MM   MM     MM
SISW1  48.321 -122.831 2019 12 02 23 30  20   2.1   2.6   MM  MM   MM  MM 1020.8    MM   7.0    MM   3.9   MM     MM
SJNP4  18.459  -66.116 2019 12 02 23 12 130   3.6   5.1   MM  MM   MM  MM 1014.7    MM  28.5  29.5    MM   MM     MM
SJOM4  42.098  -86.494 2019 12 02 23 00  10   4.1   6.2   MM  MM   MM  MM 1016.6  +1.0   2.1    MM    MM   MM     MM
SJSN4  39.305  -75.377 2019 12 02 23 00 340   9.8  12.4   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
SKTA2  59.450 -135.327 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM  990.4    MM   5.9   5.4    MM   MM     MM
SKXA2  59.448 -135.326 2019 12 02 23 33 170  11.3  19.6   MM  MM   MM  MM  990.3    MM   4.9    MM  -2.1   MM     MM
SLIM2  38.321  -76.452 2019 12 02 23 00 280   3.1   5.7   MM  MM   MM  MM 1002.6  +1.5   5.7   9.4    MM   MM     MM
SLXA2  55.340 -131.644 2019 12 02 23 33 190   3.1   5.7   MM  MM   MM  MM 1001.2    MM   7.7    MM   5.4   MM     MM
SMKF1  24.628  -81.109 2019 12 02 23 40 310  10.8  13.4   MM  MM   MM  MM     MM    MM  23.5    MM  17.5   MM     MM
SNDA2  55.336 -160.502 2019 12 02 23 06 270   5.1   6.7   MM  MM   MM  MM 1010.1    MM   4.4   7.4    MM   MM     MM
SNDP5  28.215 -177.361 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM 1019.0    MM  22.3  21.9    MM   MM     MM
SPGF1  26.704  -78.995 2019 12 02 23 00 290  11.3  13.4   MM  MM   MM  MM 1011.2  +1.0  22.4    MM    MM   MM     MM
SPLL1  28.867  -90.483 2019 12 02 22 00 330   6.7   8.2   MM  MM   MM  MM     MM    MM  13.7    MM    MM  6.5     MM
SREF1  25.352  -81.100 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.8    MM   MM   0.90
SRLM4  45.773  -84.137 2019 12 02 23 00 310   5.1    MM   MM  MM   MM  MM     MM    MM   0.0   2.0  -9.8   MM     MM
SRST2  29.683  -94.033 2019 12 02 23 00 350   3.1   3.6   MM  MM   MM  MM 1021.9  +0.0  13.1    MM   1.8   MM     MM
STDM4  47.184  -87.225 2019 12 02 23 00 250   2.1   2.6   MM  MM   MM  MM 1014.3  -0.7   0.7    MM  -5.8   MM     MM
STXA2  57.116 -135.391 2019 12 02 23 32 170   3.1   5.7   MM  MM   MM  MM  999.5    MM   4.5    MM  -0.3   MM     MM
SVNM4  42.401  -86.288 2019 12 02 23 30 330   4.1   5.1   MM  MM   MM  MM     MM    MM   0.9    MM    MM   MM     MM
SWLA2  60.120 -149.427 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM  983.5    MM    MM   8.4    MM   MM     MM
SWPM4  46.501  -84.372 2019 12 02 23 18 140   1.0   1.0   MM  MM   MM  MM 1013.7    MM  -1.2   5.6    MM   MM     MM
SWPV2  36.943  -76.329 2019 12 02 22 54  MM    MM    MM   MM  MM   MM  MM 1003.5    MM    MM  10.5    MM   MM     MM
SXHW3  46.563  -90.437 2019 12 02 22 40 220   1.0   1.0   MM  MM   MM  MM 1014.6    MM  -3.5    MM    MM   MM     MM
TAQT2  27.815  -97.389 2019 12 02 23 12  MM    MM    MM   MM  MM   MM  MM 1021.6    MM  18.0  19.3    MM   MM     MM
TAWM4  44.254  -83.449 2019 12 02 23 30 320   3.1   4.6   MM  MM   MM  MM 1015.2    MM  -0.7    MM    MM   MM     MM
TBIM4  45.035  -83.194 2019 12 02 23 20 360   2.6   4.1   MM  MM   MM  MM     MM    MM   1.0    MM    MM   MM     MM
TBYF1  25.155  -80.722 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.2    MM   MM  -0.24
TCBM2  39.213  -76.244 2019 12 02 23 00 330   7.7   9.3   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TCMW1  47.276 -122.418 2019 12 02 23 06 320   0.5   1.0   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TCNW1  47.267 -122.413 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1020.8    MM   9.1  10.9    MM   MM     MM
TCVF1  25.213  -80.533 2019 12 02 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.0    MM   MM  -0.10
TESL1  29.668  -91.237 2019 12 02 23 06 320   1.5   2.6   MM  MM   MM  MM 1020.9    MM  11.2  12.1    MM   MM     MM
TFBLK  65.698  -24.778 2019 12 02 23 00  MM    MM    MM  4.2   7   MM  MM     MM    MM    MM    MM    MM   MM     MM
THLO1  41.826  -83.194 2019 12 02 23 00 310   9.8  11.3   MM  MM   MM  MM     MM    MM   0.7    MM    MM   MM     MM
THRF1  25.203  -80.372 2019 12 02 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.9    MM   MM  -0.32
THRO1  41.694  -83.473 2019 12 02 23 18 330   3.6   5.7   MM  MM   MM  MM 1014.8    MM   0.1    MM  -3.3   MM     MM
TIBC1  37.892 -122.447 2019 12 02 22 59  MM   0.0    MM   MM  MM   MM  MM 1018.0    MM  12.4    MM    MM   MM     MM
TIXC1  32.575 -117.127 2019 12 02 22 45 310   2.1    MM   MM  MM   MM  MM 1018.0    MM  17.4    MM  11.5   MM     MM
TKEA2  57.779 -135.219 2019 12 02 23 32 200   3.6   6.7   MM  MM   MM  MM  995.9    MM   1.7    MM   0.4   MM     MM
TKPN6  42.014  -73.939 2019 12 02 22 54 340   7.2  12.9   MM  MM   MM  MM 1003.7    MM  -0.2   2.5  -0.2   MM     MM
TLBO3  45.555 -123.919 2019 12 02 23 06  MM    MM    MM   MM  MM   MM  MM 1019.3    MM    MM   8.4    MM   MM     MM
TOKW1  46.707 -123.967 2019 12 02 23 06  70   3.6   4.1   MM  MM   MM  MM 1019.9    MM   8.3   7.1    MM   MM     MM
TPAF1  27.933  -82.433 2019 12 02 23 18 330   1.0   2.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TPEF1  25.410  -80.964 2019 12 02 22 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.3    MM   MM   0.23
TPLM2  38.899  -76.436 2019 12 02 23 00 310   8.8   9.3   MM  MM   MM  MM 1003.7  +1.6   5.0   8.2   2.8   MM     MM
TRDF1  28.416  -80.593 2019 12 02 23 18 350   1.5   6.7   MM  MM   MM  MM 1014.6    MM  14.7  21.4    MM   MM     MM
TRRF1  25.217  -80.650 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.5    MM   MM   0.07
TSHF1  27.929  -82.426 2019 12 02 23 12 310   2.6   4.6   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TWCO1  41.699  -83.259 2019 12 02 23 30 330  10.8  12.4   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
TXPT2  29.689  -93.842 2019 12 02 23 12 360   5.1   5.7   MM  MM   MM  MM 1020.5    MM  13.3  17.2    MM   MM     MM
ULRA2  63.872 -160.784 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM 1008.2    MM    MM    MM    MM   MM     MM
UNLA2  53.880 -166.537 2019 12 02 23 06 260   1.0   2.6   MM  MM   MM  MM 1012.6    MM   1.8   6.3    MM   MM     MM
UPBC1  38.038 -122.121 2019 12 02 23 18  60   7.2   8.8   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
VAKF1  25.731  -80.162 2019 12 02 23 06 270   4.6   7.7   MM  MM   MM  MM 1011.8    MM  22.8  25.2    MM   MM     MM
VBBA3  36.132 -114.412 2019 12 02 23 30 270   1.5   2.6  0.1  MM   MM  MM 1021.0    MM  13.6    MM    MM   MM     MM
VCAF1  24.711  -81.107 2019 12 02 23 18 300  10.8  12.9   MM  MM   MM  MM 1013.2    MM  23.3  25.4    MM   MM     MM
VCAT2  28.640  -96.609 2019 12 02 23 06  20   2.6   3.1   MM  MM   MM  MM 1022.1    MM  17.3  17.2    MM   MM     MM
VCVA2  57.125 -170.285 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM 1004.7    MM    MM   3.7    MM   MM     MM
VDZA2  61.125 -146.361 2019 12 02 23 06 150   3.6   4.6   MM  MM   MM  MM  982.2    MM   3.8   8.4    MM   MM     MM
VENF1  27.072  -82.453 2019 12 02 23 00 330  13.4  14.9   MM  MM   MM  MM 1014.1  +0.9  17.2  21.8  12.5   MM     MM
WAHV2  37.608  -75.686 2019 12 02 23 00 300   2.1   4.1   MM  MM   MM  MM 1002.6  +2.1   4.8   8.8    MM   MM     MM
WAKP8  19.291  166.618 2019 12 02 23 18  80   5.7   7.2   MM  MM   MM  MM 1014.5    MM  26.2  25.7    MM   MM     MM
WATS1  34.335  -80.702 2019 12 02 22 50 320   2.1   3.1   MM  MM   MM  MM     MM    MM   9.3    MM    MM   MM     MM
WAXM3  41.582  -70.525 2019 12 02 22 45 330   3.1    MM   MM  MM   MM  MM  996.0    MM   6.0    MM   5.4   MM     MM
WBYA1  30.417  -87.825 2019 12 02 23 18  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  16.7    MM   MM     MM
WDSV2  36.977  -76.315 2019 12 02 22 54 310   5.1   6.7   MM  MM   MM  MM 1003.3    MM   8.3    MM    MM   MM     MM
WELM1  43.320  -70.563 2019 12 02 23 00  20   8.8  10.3   MM  MM   MM  MM 1003.9  -0.5  -2.5   5.4    MM   MM     MM
WEXM1  43.337  -70.549 2019 12 02 23 00  10   5.7    MM   MM  MM   MM  MM     MM    MM  -2.9    MM  -3.9   MM     MM
WFPM4  46.760  -84.970 2019 12 02 23 40 270   1.0   2.1   MM  MM   MM  MM 1014.9    MM  -5.3    MM    MM   MM     MM
WIWF1  25.587  -81.044 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  24.5    MM   MM   0.11
WKXA1  30.421  -87.828 2019 12 02 22 45  MM    MM    MM   MM  MM   MM  MM 1019.0    MM  10.1    MM  -0.3   MM     MM
WLON7  34.228  -77.954 2019 12 02 22 54  MM    MM    MM   MM  MM   MM  MM 1008.2    MM   8.6  13.0    MM   MM     MM
WNEM4  46.285  -84.210 2019 12 02 23 06 140   0.5   1.0   MM  MM   MM  MM 1014.6    MM  -2.9    MM  -8.8   MM     MM
WPLF1  25.710  -81.249 2019 12 02 23 00  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  25.0    MM   MM   0.49
WPOW1  47.662 -122.436 2019 12 02 23 00 180   1.5   2.1   MM  MM   MM  MM 1020.6  -0.6   8.3    MM   5.3   MM     MM
